,X,Y,Z,bbox_north,bbox_south,bbox_east,bbox_west,place_id,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstyp,name,display_na
52,-7.6720833041129,33.5954167250752,2530.20092773438,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
53,-7.6637499708129,33.5954167250752,3140.32250976562,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
54,-7.6554166375129,33.5954167250752,3378.7099609375,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
55,-7.6470833042129,33.5954167250752,3131.77880859375,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
56,-7.6387499709129,33.5954167250752,4357.2255859375,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
57,-7.6304166376129,33.5954167250752,5326.73779296875,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
58,-7.6220833043129,33.5954167250752,5010.76611328125,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
59,-7.6137499710129,33.5954167250752,5632.12548828125,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
60,-7.6054166377129,33.5954167250752,15355.798828125,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
61,-7.5970833044129,33.5954167250752,17521.08984375,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
62,-7.5887499711129,33.5954167250752,18344.68359375,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
63,-7.5804166378129,33.5954167250752,18082.748046875,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
64,-7.5720833045129,33.5954167250752,17739.880859375,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
65,-7.5637499712129,33.5954167250752,11215.6650390625,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
66,-7.5554166379129,33.5954167250752,8130.42138671875,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
67,-7.5470833046129,33.5954167250752,10439.3154296875,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
68,-7.5387499713129,33.5954167250752,12866.5107421875,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
69,-7.5304166380129,33.5954167250752,16277.654296875,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
70,-7.5220833047129,33.5954167250752,18477.99609375,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
71,-7.5137499714129,33.5954167250752,13792.296875,33.6409103,33.4937724,-7.4574165,-7.746445,288155221,relation,4072985,33.5945144,-7.6200284,boundary,administrative,16,0.617324639624968,city,Casablanca,"Casablanca, préfecture d'arrondissements de Casablanca-Anfa ????? ??????? ????? ??????? ????, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco"
